Event Name;Event Date;Event Location;Event Category;Event Type;Organizing Company;Company Website;Event Url
2016 Fujifilm Whitehaven Beach Ocean Swim, Hamilton Island;Sunday, November 13, 2016;Hamilton Island Po Box 148 Hamilton island , QLD , Australia 4803 ;triathlon; Water Sports;Hamilton Island Limited;http://www.hamiltonisland.com.au/sports-events/triathlon-and-ocean-swimming;http://www.active.com//hamilton-island-qld/water-sports/swimming/fujifilm-whitehaven-beach-ocean-swim-hamilton-island-2016?int=72-3-A11
Liberty Triathlon;Saturday, June 10, 2017 @  7:30 AM (CDT);Lake Rebecca Park Reserve 9831 Rebecca Park Trail Rockford , MN 55373 ;triathlon; Triathlon International Other Triathlon Distance; ; ;http://www.active.com//rockford-mn/triathlon/races/liberty-triathlon-2017?int=72-3-A5
Mount Gambier Triathlon Club Come and Try 2016;Sunday, November 13, 2016;Mount Gambier Aquatic Centre Margaret Street Mount Gambier , SA , Australia 5290 ;triathlon; Triathlon Beginner;Mount Gambier Triathlon Club Incorporated;http://www.mtgambiertriclub.com.au/Come_and_Try_2016.htm;http://www.active.com//mount-gambier-sa/triathlon/races/mount-gambier-triathlon-club-come-and-try-2016?int=72-3-A6
3rd Annual White Deer Triathlon;Saturday, May 20, 2017;Boulder Junction Community Center 5392 Park Street Boulder Junction , WI 54512 ;triathlon; Triathlon Beginner;Boulder Junction Chamber of Commerce;http://www.whitedeertriathlon.com;http://www.active.com//boulder-junction-wi/triathlon/races/3rd-annual-white-deer-triathlon-2017?int=72-3-A7
2016 Ironman Galveston/Austin 14 Week Group Training;Tuesday, December  1, 2015 - Tuesday, November 29, 2016;Playtri Store - McKinney 7951 Collin McKinney Pkwy Ste 1500 McKinney , TX 75070 ;triathlon; Triathlon Ironman Beginner Mckinney, TX;Playtri Racing;http://playtri.com/group;http://www.active.com//mckinney-tx/triathlon/clinics/2016-ironman-galveston-austin-14-week-group-training-2015?int=72-3-A8
Tuscon Triathlon Training Camp 2016;Wednesday, March 22, 2017 - Monday, March 27, 2017;Tuscon Arizona 23 W Calle Concordia Oro Valley, AZ 85704 , AZ 85704 ;triathlon; Triathlon;Finish Strong Events LLC;http://pt2achieve.com/triathlon/coeur-dalene-training-camp-june-3-5/;http://www.active.com//oro-valley-az-85704-az/triathlon/camps/tuscon-triathlon-training-camp-2016-2017?int=72-3-A9
TriActive Bayside;Tuesday, January 10, 2017 - Sunday, February 12, 2017;GoodLife Leisure Centre 150 Tulip St Cheltenham , VIC , Australia 3192 ;triathlon; Triathlon Super Sprint Beginner;Triathlon Victoria;http://www.triathlon.org.au/State_Associations/VIC/Getting_Involved/TriActive_-_Introductory_triathlon_programs.htm;http://www.active.com//cheltenham-vic/triathlon/programs/triactive-bayside-2017?int=72-3-A11
Tri for Real Triathlon #2;Sunday, July 16, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon International Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/water-sports/swimming-races/tri-for-real-triathlon-2-2017?int=72-3-A1
Copy of chelanman2017;Saturday, July 15, 2017 - Sunday, July 16, 2017;chelan lakeside park chelan , WA 98816 ;triathlon; Triathlon Half Marathon 10K International Sprint Beginner;chelan multisport foundation;http://chelanman.com;http://www.active.com//chelan-wa/running/distance-running-races/copy-of-chelanman-2017?int=72-3-A2
Escape the Cape Triathlon 2017;Sunday, June  4, 2017;Cape May-Lewes Ferry Terminal 1200 Lincoln Blvd Lower Township , NJ 08204 ;triathlon; Triathlon Beginner;DelMoSports, LLC;http://delmosports.com/escape-the-cape-new-jersey-triathlon-voted-the-1/;http://www.active.com//lower-township-nj/triathlon/races/escape-the-cape-triathlon-2017?int=72-3-A1
Southland Credit Union Los Alamitos Race on the Base;Friday, February 24, 2017 - Saturday, February 25, 2017;Los Alamitos Joint Forces Training Base 11200 Lexington Drive Los Alamitos , CA 90720 ;triathlon; Triathlon 10K 5K Beginner;City of Los Alamitos;http://www.raceonthebase.com/;http://www.active.com//los-alamitos-ca/running/distance-running-races/southland-credit-union-los-alamitos-race-on-the-base-2017?int=72-3-A1
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:00 PM (CST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com St. Louis , MO 63367 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner; ; ;http://www.active.com//st-louis-mo/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A2
HEAT Membership 2016;Thursday, December 31, 2015 @  8:00 AM (CST) - Saturday, December 31, 2016 @ 10:59 PM (CST);Membership  Hendersonville , TN 37075 ;triathlon; Triathlon Sprint International; ;http://www.triheat.com;http://www.active.com//hendersonville-tn/triathlon/memberships/heat-membership-2016-2015?int=72-3-A3
Fugitive Half Iron Distance Triathlon 2017;Sunday, July 16, 2017;Marlow Higginson Park Court Garden Marlow , Buckinghamshire , United Kingdom SL72AE ;triathlon; Triathlon Beginner;F3 Events Ltd;http://www.f3events.co.uk;http://www.active.com//marlow-buckinghamshire/triathlon/races/fugitive-half-iron-distance-triathlon-2017?int=72-3-A3
First Tri 2017;Sunday, April 23, 2017;:ydney Leisure Centre Church Road Lydney , Gloucestershire , United Kingdom GL15 5DZ ;triathlon; Triathlon Sprint Beginner;Trimax Events;http://www.trimaxevents.com/#!the-first-tri/cv9f;http://www.active.com//lydney-gloucestershire/triathlon/races/first-tri-2017?int=72-3-A10
Turtleman Triathlon;Sunday, March 26, 2017;Carlin Park, Jupiter, FL 400 S. A1A Jupiter , FL 33477 ;triathlon; Triathlon Sprint Super Sprint Beginner Jupiter, FL;Tri Bike Run; ;http://www.active.com//jupiter-fl/triathlon/races/turtleman-triathlon-2017?int=72-3-A2
2017 IRONMAN 70.3 Cairns Teams Waitlist;Sunday, June 11, 2017;Cairns Forgarty Park Cairns , QLD , Australia 4870 ;triathlon; Triathlon Half Ironman;IRONMAN Asia-Pacific; ;http://www.active.com//cairns-qld/triathlon/races/ironman-70-3-cairns-teams-waitlist-2017?int=72-3-A4
Anthem Holiday Classic Triathlon;Saturday, December 10, 2016;Anthem Community Center 41130 N Freedom Way Anthem , AZ 85086 ;triathlon; Triathlon Super Sprint Sprint Beginner;4 Peaks Racing;http://4peaksracing.com/events/holiday-classic-2016/;http://www.active.com//anthem-az/triathlon/races/anthem-holiday-classic-triathlon-2016?int=72-3-A3
2017 Luck of the Irish Triathlon;Sunday, March 19, 2017;Lewisville ISD Aquatic Center 5729 Memorial Dr The Colony , TX 75056 ;triathlon; Triathlon Sprint Beginner;Playtri Racing;http://www.playtri.com/luckoftheirish;http://www.active.com//the-colony-tx/triathlon/races/luck-of-the-irish-triathlon-2017?int=72-3-A11
The ICE Breaker Triathlon;Saturday, April 15, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;triathlon; Triathlon Beginner Granite Bay, CA;Total Body Fitness;http://www.totalbodyfitness.com;http://www.active.com//granite-bay-ca/triathlon/races/the-ice-breaker-triathlon-2017?int=72-3-A5
Expression of interest for Triathlon NSW 2016 coaching courses.;Thursday, February 25, 2016 - Thursday, February 23, 2017;Various Locations NSW NSW , NSW , Australia 0000 ;triathlon; Triathlon;Triathlon New South Wales;http://www.triathlon.org.au/state_associations/nsw/nsw_home.htm;http://www.active.com//nsw-nsw/triathlon/races/expression-of-interest-for-triathlon-nsw-coaching-courses-2016?int=72-3-A1
Miami Kids Triathlon and Duathlon 2016;Sunday, March 13, 2016 - Sunday, November  6, 2016;FIU Biscayne Bay Campus 3000 NE 151 Street Aquatic Center North Miami , FL 33181 ;triathlon; Triathlon Beginner North Miami, FL;Miami Kids Triathlon;http://www.flatrinews.com;http://www.active.com//north-miami-fl/duathlon/races/miami-kids-triathlon-and-duathlon-2016?int=72-3-A4
Salute Sprint & Youth Tri 2017;Saturday, May 27, 2017;Vint Hill Larry Weeks Outdoor Pool 4248 Bludau Drive Warrenton , VA 20187 ;triathlon; Triathlon Sprint Beginner Warrenton, VA;ATP Productions;http://rev3tri.com/salute-tri/;http://www.active.com//warrenton-va/triathlon/races/salute-sprint-and-youth-tri-2017?int=72-3-A2
3rd Annual Mare Island Bridge to Bridge Endurance Events;Sunday, May 28, 2017;Vallejo Yacht Club 485 Mare Island Way Vallejo , CA 94590 ;triathlon;  ;iRecreate;http://www.irecreate.org;http://www.active.com//vallejo-ca/running/distance-running-races/3rd-annual-mare-island-bridge-to-bridge-endurance-events-2017?int=72-3-A6
Reverse Triathlon & 5K;Saturday, September 23, 2017;Civic Center Park 14999 Dale Evans Parkway Apple Valley , CA 92307 ;triathlon; Triathlon 5K Sprint Beginner Apple Valley, CA;Town of Apple Valley;http://www.applevalley.org/services/parks-recreation/sports/reverse-triathlon;http://www.active.com//apple-valley-ca/running/distance-running-races/reverse-triathlon-and-5k-2017?int=72-3-A4
Sovereign Takapuna Triathlon - Sunday, 29th January 2017;Sunday, January 29, 2017;  Takapuna Beach Takapuna Beach Takapuna Beach , New Zealand 0622 ;triathlon; Triathlon 5K Super Sprint Sprint Beginner;Tri NZ; ;http://www.active.com//takapuna-beach/triathlon/races/sovereign-takapuna-triathlon-sunday-29th-january-2017?int=72-3-A4
HITS Triathlon Series Palm Springs Week-long Tri-Camp 2017;Monday, January 30, 2017 - Friday, February  3, 2017;Palm Springs, CA Lake Cahuilla Park 58075 Jefferson Street and Cahuilla Park Road La Quinta , CA 92253 ;triathlon; Triathlon Beginner La Quinta, CA;HITS, Inc.;http://www.hitstriathlonseries.com;http://www.active.com//la-quinta-ca/triathlon/camps/hits-triathlon-series-palm-springs-week-long-tri-camp-2017?int=72-3-A3
2017 Ironman 70.3 Buenos Aires;Sunday, March 12, 2017;Puerto Canoas Av de los lagos 2485 Nordelta , Tigre , Argentina 00000 ;triathlon; Triathlon Half Ironman;IRONMAN 70.3 Buenos Aires;http://www.ironman.com/triathlon/events/americas/ironman-70.3/buenos-aires.aspx;http://www.active.com//nordelta-tigre/triathlon/races/ironman-70-3-buenos-aires-2017?int=72-3-A5
Ultraman Florida 2017;Friday, February 17, 2017 - Sunday, February 19, 2017;Orlando, Florida Lake Conway Orlando , FL 32809 ;triathlon; Triathlon Orlando, FL;Ultraman Florida;http://ultramanflorida.com;http://www.active.com//orlando-fl/triathlon/races/ultraman-florida-2017?int=72-3-A7
The Mother's Day Triathlon/Duathlon & 5K;Sunday, May 14, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;triathlon; Triathlon 5K Super Sprint Beginner Granite Bay, CA;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//granite-bay-ca/running/distance-running-races/the-mother-s-day-triathlon-duathlon-and-5k-2017?int=72-3-A10
2016 Altitude Multisport Membership Registration;Tuesday, August  9, 2016 - Sunday, January  1, 2017;Parker/Castle Rock  Parker , CO 80138 ;triathlon; Triathlon International Sprint Parker, CO; ;http://www.altitudemultisport.com;http://www.active.com//parker-co/triathlon/memberships/altitude-multisport-membership-registration-2016?int=72-3-A5
St Pete Mad Dogs Triathlon Club - Membership;Sunday, December 31, 2017;St Petersburg, FL  St. Petersburg , FL 33731 ;triathlon; Triathlon Sprint International Beginner; ;http://www.stpetemaddogs.com;http://www.active.com//st-petersburg-fl/triathlon/memberships/st-pete-mad-dogs-triathlon-club-membership-2017?int=72-3-A11
2017 Open Options Shawnee Mission Triathlon and Duathlon;Sunday, July  9, 2017;Shawnee Mission Park 7900 Renner Rd. Shawnee , KS 66219 ;triathlon; Triathlon Sprint Beginner Shawnee, KS;Johnson County Park and Recreation District;http://jcprd.com/special_events/smp_triathlon.cfm;http://www.active.com//shawnee-ks/duathlon/races/open-options-shawnee-mission-triathlon-and-duathlon-2017?int=72-3-A8
The 13th Annual Shamrock Farms Rockin Refuel YMCA Thanksgiving Day Youth & Adult Sprint Triathlon & Duathlon;Thursday, November 24, 2016;Southwest Valley Regional YMCA 2919 N Litchfield Rd. Goodyear , AZ 85395 ;triathlon; Triathlon Goodyear, AZ;Tri Family Racing;http://trifamilyracing.com/index.html;http://www.active.com//goodyear-az/duathlon/races/the-13th-annual-shamrock-farms-rockin-refuel-ymca-thanksgiving-day-youth-and-adult-sprint-triathlon-and-duathlon-2016?int=72-3-A6
HITS Triathlon Series Tri-Camp Weekend 2017 - Hudson Valley, NY;Friday, June  9, 2017 - Sunday, June 11, 2017;Williams Lake 424 Williams Lake Rd Kingston , NY 12401 ;triathlon; Triathlon Beginner Kingston, NY;HITS, Inc.;http://www.hitstriathlonseries.com;http://www.active.com//kingston-ny/triathlon/camps/hits-triathlon-series-tri-camp-weekend-hudson-valley-ny-2017?int=72-3-A6
2017 Monte Rio Triathlon;Sunday, June  4, 2017;Monte Rio Beach 20488 Highway 116 Monte Rio , CA 95462 ;triathlon; Triathlon Sprint International Beginner;Vineman, Inc.;http://www.vineman.com;http://www.active.com//monte-rio-ca/triathlon/races/monte-rio-triathlon-2017?int=72-3-A9
Ironman 70.3 St. Croix;Sunday, May  7, 2017;  Christiansted St. Croix , VI 00822 ;triathlon; Triathlon Sprint Beginner;Project St. Croix;http://www.stcroixtriathlon.com;http://www.active.com//st-croix-vi/triathlon/races/ironman-70-3-st-croix-2017?int=72-3-A7
ITP Team;Saturday, December 31, 2016;ITP Foundation  Darien , CT 06820 ;triathlon; Triathlon; ;http://www.itpfoundation.org;http://www.active.com//darien-ct/triathlon/memberships/itp-team-2016?int=72-3-A7
Chattahoochee Challenge Half at Callaway Gardens;Saturday, April 29, 2017;Callaway Gardens Robin Lake Beach Callway Gardens Pine Mountain , GA 31822 ;triathlon; Duathlon Beginner;TriColumbusGa;http://www.tricolumbusga.com;http://www.active.com//pine-mountain-ga/duathlon/races/chattahoochee-challenge-half-at-callaway-gardens-2017?int=72-3-A10
2016 PTC Annual Membership;Friday, January  1, 2016 - Saturday, December 31, 2016;Pittsburgh Triathlon Club 1531 Lombard Circle Washington , PA 15301 ;triathlon; Triathlon;Pittsburgh Triathlon Club;http://www.pittsburghtriathlonclub.com;http://www.active.com//washington-pa/triathlon/memberships/ptc-annual-membership-2016?int=72-3-A8
Capt. Hiram's River Challenge Triathlon;Sunday, November 20, 2016;Capt Hiram's Resort 1606 Indian River Drive Sebastian , FL 32958 ;triathlon; Triathlon Sprint Beginner;RaceSmith, Inc.;http://www.imathlete.com/events/EventOverview.aspx?fEID=37504;http://www.active.com//sebastian-fl/triathlon/races/capt-hiram-s-river-challenge-triathlon-2016-26125159?int=72-3-A9
2017 Spring Sprint Triathlon & Duathlon;Sunday, May  7, 2017;South Shores Park (East of SeaWorld) Mission Bay San Diego , CA 92109 ;triathlon; Duathlon Sprint Beginner San Diego, CA;KOZ Events;http://www.kozevents.com/Triathlons/Spring_Sprint_Triathlon/Race_Information.htm;http://www.active.com//san-diego-ca/duathlon/races/spring-sprint-triathlon-and-duathlon-2017?int=72-3-A8
Bassman Spring Triathlon - Half - Olympic -Sprint 2017;Sunday, May 21, 2017;Bass River State Forest 762 Stage Rd. Tuckerton , NJ 08270 ;triathlon; Triathlon Sprint International Beginner;Du City Tri Runs, Inc.;http://www.citytri.com/bassman;http://www.active.com//tuckerton-nj/triathlon/races/bassman-spring-triathlon-half-olympic-sprint-2017?int=72-3-A11
Tinsel Triathlon;Sunday, December 11, 2016;West Valley High School 3401 Mustang Way Hemet , CA 92545 ;triathlon; Triathlon 5K Sprint Beginner;United Way;http://tinseltriathlon.com;http://www.active.com//hemet-ca/triathlon/races/tinsel-triathlon-2016?int=72-3-A9
SoCal Youth Triathlon Series Kids Spring Sprint Tri PRERACE Clinic;Sunday, April 30, 2017;South Shores Park, Mission Bay South Shores Park San Diego , CA 92109 ;triathlon; Triathlon Beginner San Diego, CA;TriUSCoaching;http://www.triuscoaching.com/upcoming-events;http://www.active.com//san-diego-ca/triathlon/camps/socal-youth-triathlon-series-kids-spring-sprint-tri-prerace-clinic-2017?int=72-3-A9
2016 CT Ambassador Training Program Black Friday Special;Sunday, November 27, 2016 - Wednesday, December 27, 2017;Tony's House 13516 Brittle Brush Ct Rancho Cucamonga , CA 91739 ;triathlon; Triathlon Beginner Rancho Cucamonga, CA;Coach-Tony.com;http://www.coach-tony.com;http://www.active.com//rancho-cucamonga-ca/triathlon/programs/ct-ambassador-training-program-black-friday-special-2016?int=72-3-A10
2017 Saint Louis Triathlon;Sunday, May 21, 2017;Tremayne Shelter 13725 Marine Ave Maryland Heights , MO 63043 ;triathlon; Triathlon International Sprint Beginner;MSE Racing;http://stlouistriathlon.com;http://www.active.com//maryland-heights-mo/triathlon/races/saint-louis-triathlon-2017?int=72-3-A10
Sprint Triathlon 101 Clinic;Tuesday, March 28, 2017 @  5:30 PM (EDT) - Thursday, May 18, 2017 @  6:30 PM (EDT);  871 Riverland Dr Charleston , SC 29412 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/sprint-triathlon-101-clinic-2017-e?int=72-3-A1
Exceleration - Youth of Steel;Wednesday, September 14, 2016 @  5:00 PM - Wednesday, December 14, 2016 @  7:00 PM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon;  ;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-youth-of-steel-2016-25335949?int=72-3-A6
68's Inside Triathlon;Sunday, March  5, 2017;68's Inside Sports 11301 W. 88th Street Overland Park , KS 66214 ;triathlon; Triathlon Sprint Beginner Overland Park, KS;Johnson County Park and Recreation District; ;http://www.active.com//overland-park-ks/triathlon/races/68-s-inside-triathlon-2017?int=72-3-A11
Race #2;Sunday, June 18, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/races/race-2-2017?int=72-3-A7
Team Vortex Dues;Thursday, October  1, 2015 - Sunday, December 31, 2017;Lake Nona 9884 Sweetleaf St Orlando , FL 32827 ;triathlon; Running Orlando, FL;Team Vortex; ;http://www.active.com//orlando-fl/running/races/team-vortex-dues-2015?int=72-3-A2
2016 IRONMAN Fortaleza;Sunday, November 20, 2016;Praia de Iracema Marina Park Hotel Fortaleza , CE , Brazil 60312-060 ;triathlon; Triathlon Ironman;Unlimited Sports;http://www.ironmanbrasil.com.br/2016/for/br/;http://www.active.com//fortaleza-ce/triathlon/races/ironman-fortaleza-2016?int=72-3-A1
Exceleration - Youth of Steel;Friday, September 16, 2016 @  5:00 PM - Friday, December 16, 2016 @  7:00 PM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon;  ;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-youth-of-steel-2016-25335955?int=72-3-A2
New Jersey State Triathlon;Saturday, July 22, 2017 - Sunday, July 23, 2017;West Windsor Township 1638 Old Trenton Rd. West Windsor , NJ 08550 ;triathlon; Triathlon Sprint International Beginner;CGI Racing;http://www.cgiracing.com/newjerseystatetri/;http://www.active.com//west-windsor-nj/triathlon/races/new-jersey-state-triathlon-2017?int=72-3-A1
Race #4;Sunday, July 30, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/race-4-2017?int=72-3-A8
Lake Waconia Triathlon;Sunday, June 25, 2017 @  8:30 AM (CDT);Lake Waconia Regional Park 8170 Paradise Ln Waconia , MN 55387 ;triathlon; Triathlon; ; ;http://www.active.com//waconia-mn/triathlon/races/lake-waconia-triathlon-2017?int=72-3-A3
HITS Triathlon Series - Napa Valley, CA 2017;Saturday, April  8, 2017 - Sunday, April  9, 2017;Napa Valley, CA 7600 Knoxville Rd Napa , CA 94558 ;triathlon; Triathlon Sprint International Beginner Napa, CA;HITS, Inc.;http://www.hitstriathlonseries.com;http://www.active.com//napa-ca/triathlon/races/hits-triathlon-series-napa-valley-ca-2017?int=72-3-A2
SPLASH & DASH + SWIM ONLY - RACE 5;Saturday, November 12, 2016;North Event Boat Ramp Tempe Town Lake Tempe , AZ 85281 ;triathlon; Triathlon Sprint Beginner Tempe, AZ;4 Peaks Racing;http://4peaksracing.com/events/ironcare-splash-dash-5-2016/;http://www.active.com//tempe-az/triathlon/races/splash-and-dash-swim-only-race-5-2016?int=72-3-A2
Race #4;Sunday, July 30, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/races/race-4-2017-26504882?int=72-3-A3
2017 Toughman Triathlon;Sunday, September 17, 2017;Lake Welch, Harriman State Park 800 Kanawauke Rd Stony Point , NY 10980 ;triathlon; Triathlon;Toughman Inc. 501 C3;http://www.toughmantri.com;http://www.active.com//stony-point-ny/triathlon/races/toughman-triathlon-2017?int=72-3-A3
CNP Professional Skegness Triathlon 2017;Sunday, May 14, 2017;Skegness Triathlon Fresh Fitness Richmond Holiday Centre, Richmond Drive Skegness , Lincolnshire , United Kingdom PE25 3TQ ;triathlon; Other Endurance Beginner;SBR Events; ;http://www.active.com//skegness-lincolnshire/triathlon/races/cnp-professional-skegness-triathlon-2017?int=72-3-A1
Monte Rio Triathlon 8 Week Training Program;Monday, April 10, 2017 - Sunday, June  4, 2017;Monte Rio Beach 20488 Highway 116 Monte Rio , CA 95462 ;triathlon; Triathlon International Beginner;Vineman, Inc.;http://www.vineman.com;http://www.active.com//monte-rio-ca/triathlon/programs/monte-rio-triathlon-8-week-training-program-2017?int=72-3-A7
Tugaloo Triathlon;Saturday, September  9, 2017;Tugaloo State Park 1760 Tugaloo State Park Rd. Lavonia , GA 30553 ;triathlon; Triathlon International Beginner;Georgia Multisports Production;http://gamultisports.com/tugalootriathlon/;http://www.active.com//lavonia-ga/running/distance-running-races/tugaloo-triathlon-2017?int=72-3-A4
Ironman FlorianГіpolis Brasil 2017;Sunday, May 28, 2017;JurerГЄ Intenacional Av. dos Buzios Jurere , Santa Catarina , Brazil 88053-301 ;triathlon; Triathlon;Unlimited Sports;http://www.ironmanbrasil.com.br;http://www.active.com//jurere-santacatarina/triathlon/races/ironman-florian-polis-brasil-2017-23353059?int=72-3-A8
2017 San Diego International Triathlon;Sunday, June 25, 2017;Spanish Landing Park Downtown San Diego , CA 92101 ;triathlon; Triathlon Sprint Beginner San Diego, CA;KOZ Events;http://www.kozevents.com/Triathlons/San_Diego_International_Triathlon/Race_Information.htm;http://www.active.com//san-diego-ca/duathlon/races/san-diego-international-triathlon-2017?int=72-3-A3
Trialo del Litoral de Mayaguez /Cierre PRTS 2016;Sunday, December 18, 2016;  Litoral de Mayaguez Mayaguez , PR 00680 ;triathlon; Triathlon Sprint;PUERTO RICO TRIATHLON SERIES ORG.;https://www.facebook.com/Trialo-del-Litoral-de-Mayaguez-1510448149269649/?fref=ts;http://www.active.com//mayaguez-pr/triathlon/races/trialo-del-litoral-de-mayaguez-cierre-prts-2016?int=72-3-A4
Revolution3 Quassy 2017;Saturday, June  3, 2017 - Sunday, June  4, 2017;Middlebury, CT 2132 Middlebury Road Middlebury , CT 06762 ;triathlon; Triathlon International Beginner;ATP Productions;http://rev3tri.com/quassy/;http://www.active.com//middlebury-ct/triathlon/races/revolution3-quassy-2017?int=72-3-A5
Flat Out Tri;Tuesday, March 18, 2014 - Monday, March 18, 2030;Lubbock PO BOX 93726 Lubbock , TX 79493 ;triathlon; Triathlon Lubbock, TX;BSLT Triathlon Inc;https://www.facebook.com/FlatOutTri?ref=br_tf;http://www.active.com//lubbock-tx/triathlon/memberships/flat-out-tri-2014?int=72-3-A9
Coteeman Triathlon;Saturday, November 12, 2016;New Port Richey Recreation and Aquatic Center 6630 Van Buren St. New Port Richey , FL 34653 ;triathlon; Triathlon Sprint Beginner New Port Richey, FL;New Port Richey Parks/Rec;http://www.coteeman.com;http://www.active.com//new-port-richey-fl/triathlon/races/coteeman-triathlon-2016?int=72-3-A4
Exceleration - Youth Group;Monday, September 12, 2016 @  5:00 PM - Monday, December 12, 2016 @  7:15 PM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon; Triathlon;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-youth-group-2016-25335876?int=72-3-A5
Exceleration - Youth Group;Thursday, September 15, 2016 @  6:30 AM - Thursday, December 15, 2016 @  7:30 AM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon; Triathlon;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-youth-group-2016-25335906?int=72-3-A9
ESCAPE FROM ALCATRAZ TRIATHLON 2017 - Random Drawing;Sunday, June 11, 2017;Marina Green 500 Marina Green San Francisco , CA 94123 ;triathlon; Triathlon San Francisco, CA;IMG Worldwide;http://www.escapealcatraztri.com;http://www.active.com//san-francisco-ca/triathlon/races/escape-from-alcatraz-triathlon-random-drawing-2017?int=72-3-A6
Exceleration - Youth Group;Saturday, September 17, 2016 @  9:00 AM - Saturday, December 17, 2016 @ 12:00 PM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon; Triathlon;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-youth-group-2016-25335916?int=72-3-A10
2017 Toughman Half Arizona - Lake Havasu;Saturday, March 18, 2017;Havasu State Park 699 London Bridge Road Lake Havasu , AZ 86403 ;triathlon; Triathlon Sprint International Beginner;Tucson Racing;http://www.toughmantri.com/toughman-arizona/;http://www.active.com//lake-havasu-az/triathlon/races/toughman-half-arizona-lake-havasu-2017?int=72-3-A5
2016 Fujifilm Triathlon, Hamilton Island;Saturday, November 12, 2016;Hamilton Island Po Box 148 Hamilton island , QLD , Australia 4803 ;triathlon; Triathlon Sprint Beginner;Hamilton Island Limited;http://www.hamiltonisland.com.au/sports-events/triathlon-and-ocean-swimming;http://www.active.com//hamilton-island-qld/triathlon/races/fujifilm-triathlon-hamilton-island-2016?int=72-3-A4
IRONMAN 70.3 CAMPECHE 2017;Sunday, March 19, 2017;  Campeche Carretera Federal MГ©rida-ChampotГіn km 193+000 Campeche Country Club Campeche , Campeche , Mexico 24500 ;triathlon; Triathlon Half Ironman;ASDEPORTE USA, LLC_WTC;http://www.ironman703campeche.com;http://www.active.com//campeche-campeche/triathlon/races/ironman-70-3-campeche-2017?int=72-3-A7
The Arctic Triple;Friday, March 17, 2017 - Monday, August 21, 2017;Lofoten Norway SvolvГ¦r , Norway 8300 ;triathlon; Triathlon International Beginner;The Arctic Triple;http://www.thearctictriple.com;http://www.active.com//svolv-r/running/races/the-arctic-triple-2017?int=72-3-A10
BuresГё111 2017;Saturday, July  8, 2017;BuresГё111 - Metalskolen Slagslundevej 13 Slangerup , Denmark 3550 ;triathlon; Triathlon Beginner;Races;http://races.dk;http://www.active.com//slangerup/triathlon/races/bures-111-2017?int=72-3-A5
Indoor Triathlon USA: San Francisco 2017;Sunday, January 15, 2017;Hamilton Pool Geary and Steiner San Francisco , CA 94115 ;triathlon; Triathlon Beginner San Francisco, CA;Indoor Triathlon USA;http://www.IndoorTriathlonUSA.com;http://www.active.com//san-francisco-ca/triathlon/races/indoor-triathlon-usa-san-francisco-2017?int=72-3-A6
2017 LEGEND Endurance - Free State Triathlon;Sunday, June  4, 2017;Clinton State Park 798 North 1415 Road Lawrence , KS 66049 ;triathlon; Triathlon International Sprint Beginner Lawrence, KS;Legend Tri;http://www.legendendurance.com;http://www.active.com//lawrence-ks/triathlon/races/legend-endurance-free-state-triathlon-2017?int=72-3-A8
