Event Name;Event Date;Event Location;Event Category;Event Type;Organizing Company;Company Website;Event Url
Liberty Triathlon;Saturday, June 10, 2017 @  7:30 AM (CDT);Lake Rebecca Park Reserve 9831 Rebecca Park Trail Rockford , MN 55373 ;triathlon; Triathlon International Other Triathlon Distance; ; ;http://www.active.com//rockford-mn/triathlon/races/liberty-triathlon-2017?int=72-3-A12ba9cdc3-e072-49b4-bf81-f6a5ec6c9191
3rd Annual Vallejo Waterfront Weekend Bridge to Bridge Endurance Events;Sunday, October  8, 2017;Vallejo Yacht Club 485 Mare Island Way Vallejo , CA 94590 ;triathlon; Triathlon Sprint International Beginner;iRecreate;http://www.irecreate.org;http://www.active.com//vallejo-ca/running/distance-running-races/3rd-annual-vallejo-waterfront-weekend-bridge-to-bridge-endurance-events-2017-27397006?int=72-3-A24c32fef1-f6b9-4a5e-93ad-a88af8b0d838
Team RTA Triathlon Club (Ridgewood Tri Athlete), 2016 Membership;Sunday, November 15, 2015 - Saturday, December 31, 2016;RTA North American Headquarters 2016 RTA LN Ridgewood , NJ 07450 ;triathlon; Triathlon Beginner;Ridgewood Tri Athlete LLC;http://www.RidgewoodTriAthlete.com;http://www.active.com//ridgewood-nj/triathlon/memberships/team-rta-triathlon-club-ridgewood-tri-athlete-2016-membership-2015?int=72-3-A3997f6d4e-f2a4-451b-b84f-dada9f3eb2cf
Tri for Real Triathlon #2;Sunday, July 16, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon International Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/water-sports/swimming-races/tri-for-real-triathlon-2-2017?int=72-3-A405467dcd-178c-4a53-8d6b-8af903f82dca
Sovereign Takapuna Triathlon - Sunday, 29th January 2017;Sunday, January 29, 2017;  Takapuna Beach Takapuna Beach Takapuna Beach , New Zealand 0622 ;triathlon; Triathlon 5K Super Sprint Sprint Beginner;Tri NZ; ;http://www.active.com//takapuna-beach/triathlon/races/sovereign-takapuna-triathlon-sunday-29th-january-2017?int=72-3-A5acd29105-a0aa-438c-801d-4f0f0f3badf1
RAPA NUI TRIATHLON - EASTER ISLAND;Friday, June  2, 2017;RAPA NUI EASTER ISLAND MAIN STREET MAIN STREET , CL , Chile 2770000 ;triathlon; Triathlon Half Ironman Sprint Beginner;OLIMPO PRODUCCIONES;http://www.olimpo.cl;http://www.active.com//main-street-cl/triathlon/races/rapa-nui-triathlon-easter-island-2017?int=72-3-A6f7c68e71-0ffe-45de-b99a-8e1fb441a2b8
2016 Club Registration;Wednesday, December  2, 2015 @ 11:59 PM (CST) - Saturday, December 31, 2016 @ 11:59 PM (CST);Middle Tennessee  Arrington , TN 37014 ;triathlon; Triathlon Beginner; ;http://midtnmultisport.com;http://www.active.com//arrington-tn/running/memberships/2016-club-registration-2015?int=72-3-A7e48d32c4-9bb9-402b-a68a-8573e740f6db
WSTC Triathlon Race 1 Season 2016/17;Sunday, November  6, 2016;Altona Foreshore Esplanade Altona , VIC , Australia 3000 ;triathlon; Triathlon Super Sprint Sprint Beginner;Western Suburbs Tri Club;http://wstc.org.au/;http://www.active.com//altona-vic/triathlon/races/wstc-triathlon-race-1-season-17-2016?int=72-3-A8452788e5-a363-4120-962f-34bc3ff19442
ITP Team;Saturday, December 31, 2016;ITP Foundation  Darien , CT 06820 ;triathlon; Triathlon; ;http://www.itpfoundation.org;http://www.active.com//darien-ct/triathlon/memberships/itp-team-2016?int=72-3-A96544e171-64d9-4f4c-9731-1b3e106289b9
Expression of interest for Triathlon NSW 2016 coaching courses.;Thursday, February 25, 2016 - Thursday, February 23, 2017;Various Locations NSW NSW , NSW , Australia 0000 ;triathlon; Triathlon;Triathlon New South Wales;http://www.triathlon.org.au/state_associations/nsw/nsw_home.htm;http://www.active.com//nsw-nsw/triathlon/races/expression-of-interest-for-triathlon-nsw-coaching-courses-2016?int=72-3-A101f7ea265-73e4-4e07-8589-1b475b544ee9
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:00 PM (CST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com Fayetteville , AR 72701 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner Fayetteville, AR; ; ;http://www.active.com//fayetteville-ar/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A11c31e6416-38e3-497c-8da1-acd267b5aab2
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:00 PM (CST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com Fayetteville , AR 72701 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner Fayetteville, AR; ; ;http://www.active.com//fayetteville-ar/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A1c31e6416-38e3-497c-8da1-acd267b5aab2
2016 FAST Registration;Tuesday, December 15, 2015 - Wednesday, November 30, 2016;Mailing Address 18073 Stonebrook Northville , MI 48168 ;triathlon; Triathlon Northville, MI;Ford Athletic Swim and Triathlon Club ;http://www.swimfasttrifast.com;http://www.active.com//northville-mi/water-sports/swimming-memberships/2016-fast-registration-2015?int=72-3-A2b27d4c14-c76a-4380-bca0-1e304898c963
Rochesterfest Triathlon: Presented by Toyota;Sunday, June 18, 2017 @  8:00 AM (CDT);Foster Arend Park 400 N East River Road Rochester , MN 55901 ;triathlon; Triathlon Sprint International Rochester, MN; ; ;http://www.active.com//rochester-mn/triathlon/races/rochesterfest-triathlon-presented-by-toyota-2017?int=72-3-A35bb7b1bb-6b0a-4cff-af41-45cecf3b4fe4
2016 Ironman Galveston/Austin 14 Week Group Training;Tuesday, December  1, 2015 - Tuesday, November 29, 2016;Playtri Store - McKinney 7951 Collin McKinney Pkwy Ste 1500 McKinney , TX 75070 ;triathlon; Triathlon Ironman Beginner Mckinney, TX;Playtri Racing;http://playtri.com/group;http://www.active.com//mckinney-tx/triathlon/clinics/2016-ironman-galveston-austin-14-week-group-training-2015?int=72-3-A4d7c4b4c8-1254-42e2-9ff9-cafb34ccc49e
Oakfest Triathlon 2017;Sunday, July 23, 2017;Oakland Belgrade Ave Oakland , ME 04963 ;triathlon; Triathlon Sprint Beginner;Oakfest; ;http://www.active.com//oakland-me/triathlon/races/oakfest-triathlon-2017?int=72-3-A5e05ed12b-950a-4558-b7a6-b7eb4d27b107
Fugitive Sprint & Olympic Distance Triathlon 2017;Sunday, July 16, 2017;Marlow Higginson Park Court Garden Marlow , Buckinghamshire , United Kingdom SL72AE ;triathlon; Triathlon International Sprint Beginner;F3 Events Ltd;http://www.f3events.co.uk;http://www.active.com//marlow-buckinghamshire/triathlon/races/fugitive-sprint-and-olympic-distance-triathlon-2017?int=72-3-A6319a9e35-1dd8-4f61-a40c-c0e02117a73b
Brett Ashford Tri 2017;Sunday, June 11, 2017;Julie Rose Stadium Willesborough Road Ashford , Kent , United Kingdom TN24 9QX ;triathlon;  ;Tri Spirit Events;http://www.trispiritevents.com;http://www.active.com//ashford-kent/triathlon/races/brett-ashford-tri-2017?int=72-3-A70e3c7a46-0ec1-47bc-885a-4c1b184d5b79
2016 South Davis Racing Series;Saturday, February 13, 2016 - Thursday, November 24, 2016;South Davis Recreation Center 550 North 200 West Bountiful , UT 84010 ;triathlon; Triathlon Beginner;South Davis Recreation Center;http://www.southdavisraces.com;http://www.active.com//bountiful-ut/running/races/south-davis-racing-series-2016?int=72-3-A86d5fb4c9-f839-462e-af96-285a7a6bde1c
First Tri 2017;Sunday, April 23, 2017;:ydney Leisure Centre Church Road Lydney , Gloucestershire , United Kingdom GL15 5DZ ;triathlon; Triathlon Sprint Beginner;Trimax Events;http://www.trimaxevents.com/#!the-first-tri/cv9f;http://www.active.com//lydney-gloucestershire/triathlon/races/first-tri-2017?int=72-3-A9d5bd3683-b42c-4a7e-8dbe-1be87cdf32b2
3rd Annual White Deer Triathlon;Saturday, May 20, 2017;Boulder Junction Community Center 5392 Park Street Boulder Junction , WI 54512 ;triathlon; Triathlon Beginner;Boulder Junction Chamber of Commerce;http://www.whitedeertriathlon.com;http://www.active.com//boulder-junction-wi/triathlon/races/3rd-annual-white-deer-triathlon-2017?int=72-3-A1053868b3d-d6c4-4800-bbc5-a4c35aef3870
Race the River;Sunday, July 23, 2017;North Idaho College 1000 West Garden Ave Coeur dвЂ™Alene , ID 83814 ;triathlon; Triathlon Sprint Beginner;True Source, LLC;http://www.racetheriver.com;http://www.active.com//coeur-d-alene-id/triathlon/races/race-the-river-2017?int=72-3-A11e3c24fa5-3884-4cb7-83cd-87d6b1a65efe
TRI for FUN Triathlon #2;Saturday, July 15, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon Super Sprint Sprint Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/duathlon/races/tri-for-fun-triathlon-2-2017?int=72-3-A127f1fb57-cfa9-48c8-ae7f-588d19bb227e
2017 Bass Lake Yosemite Triathlon;Saturday, June  3, 2017;Bass Lake 54432 Road 432 Bass Lake , CA 93604 ;triathlon; Triathlon 5K International Sprint Beginner;Tucson Racing;http://www.basslaketri.com;http://www.active.com//bass-lake-ca/running/distance-running-races/bass-lake-yosemite-triathlon-2017?int=72-3-A262919563-e921-4106-88dd-a64073c22f71
Tri for Real Triathlon #3;Sunday, August 13, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon International Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/water-sports/swimming-races/tri-for-real-triathlon-3-2017?int=72-3-A336e647a0-d687-42fd-89f3-8ad01e13e5ba
Triathlon Training Camp;Sunday, January  8, 2017 @  8:00 AM (PST) - Sunday, March 12, 2017 @ 12:00 PM (PDT);Pool - Pleasant Hill Education Center 1 Santa Barbara Road Pleasant Hill , CA 94523 ;triathlon; Triathlon Pleasant Hill, CA;Pleasant Hill Recreation and Park District; ;http://www.active.com/http://www.activekids.com/pleasant-hill-ca/triathlon/camps/triathlon-training-camp-2017?int=72-3-A432313815-911a-4ab7-bed9-7abfc8b53674
Tuscon Triathlon Training Camp 2016;Wednesday, March 22, 2017 - Monday, March 27, 2017;Tuscon Arizona 23 W Calle Concordia Oro Valley, AZ 85704 , AZ 85704 ;triathlon; Triathlon;Finish Strong Events LLC;http://pt2achieve.com/triathlon/coeur-dalene-training-camp-june-3-5/;http://www.active.com//oro-valley-az-85704-az/triathlon/camps/tuscon-triathlon-training-camp-2016-2017?int=72-3-A524f150b9-84ba-49e0-9d8c-81d2831a123d
Abersoch Triple Crown 2017;Saturday, June  3, 2017 - Saturday, September 23, 2017;Abersoch Golf Road Abersoch , Gwynedd , United Kingdom LL53 7EY ;triathlon; Running Distance Running;Sensation Group;http://www.abersochtriplecrown.com;http://www.active.com//abersoch-gwynedd/running/distance-running-races/abersoch-triple-crown-2017?int=72-3-A6b184576b-cd19-4eb0-8a4e-1f68b674b5f1
TRI for KIDS Triathlon #2;Sunday, July 16, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon Super Sprint Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/triathlon/races/tri-for-kids-triathlon-2-2017?int=72-3-A761a9d8f4-4c66-44d0-8a3d-32d85126f941
Mount Gambier Triathlon Club Come and Try 2016;Sunday, November 13, 2016;Mount Gambier Aquatic Centre Margaret Street Mount Gambier , SA , Australia 5290 ;triathlon; Triathlon Beginner;Mount Gambier Triathlon Club Incorporated;http://www.mtgambiertriclub.com.au/Come_and_Try_2016.htm;http://www.active.com//mount-gambier-sa/triathlon/races/mount-gambier-triathlon-club-come-and-try-2016?int=72-3-A8f37eba71-86c7-46b6-8493-82c1ff06e5d3
Cape Cod Athletic Club - Membership;Sunday, July 26, 2020;PO Box 1992  Hyannis , MA 02601 ;triathlon; Running; ;http://www.capecodathleticclub.org/;http://www.active.com//hyannis-ma/running/races/cape-cod-athletic-club-membership-2020?int=72-3-A9d70101f1-0814-407e-823a-50d22cd95184
DFW Tri Club Oil Man & Austin 70.3 Training Group (12-13 weeks);Monday, August  8, 2016 - Sunday, November  6, 2016;White Rock Lake 521 E Lawther Dr Dallas , TX 75218 ;triathlon; Triathlon Beginner Dallas, TX;DFW Tri Club;http://www.dfwtriclub.com/;http://www.active.com//dallas-tx/triathlon/dfw-tri-club-oil-man-and-austin-70-3-training-group-12-13-weeks-2016?int=72-3-A101576f1df-5a22-4620-9ec0-8b8a1228e9dd
Fleet Feet Sports Women's Triathlon Festival;Saturday, September  9, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon Sprint Super Sprint Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/duathlon/races/fleet-feet-sports-women-s-triathlon-festival-2017?int=72-3-A11141a737e-d7d8-4913-9495-4d984c391474
Salute Sprint & Youth Tri 2017;Saturday, May 27, 2017;Vint Hill Larry Weeks Outdoor Pool 4248 Bludau Drive Warrenton , VA 20187 ;triathlon; Triathlon Sprint Beginner Warrenton, VA;ATP Productions;http://rev3tri.com/salute-tri/;http://www.active.com//warrenton-va/triathlon/races/salute-sprint-and-youth-tri-2017?int=72-3-A10d2c98f8-35bf-4cf6-8f94-7ca015ccf239
SoCal Youth Triathlon Series Kids Mission Bay Tri Prerace Clinic;Sunday, September 24, 2017;Ventura Cove, Mission Bay W. Mission Bay Dr. and Gleason Rd. San Diego , CA 92109 ;triathlon; Triathlon Beginner San Diego, CA;TriUSCoaching;http://www.triuscoaching.com/upcoming-events;http://www.active.com//san-diego-ca/triathlon/camps/socal-youth-triathlon-series-kids-mission-bay-tri-prerace-clinic-2017?int=72-3-A2b3769d02-f4e3-4e86-b4a8-12dda6331e57
LAVA Magazine Subscription;Saturday, December 31, 2016;LAVA Magazine  Encinitas , CA 92024 ;triathlon; Triathlon Encinitas, CA; ;http://lavamagazine.com/;http://www.active.com//encinitas-ca/triathlon/memberships/lava-magazine-subscription-2016?int=72-3-A31c3650ff-b0da-4238-9a90-7d8284636c46
SoCal Youth Triathlon Series Kids Spring Sprint Tri PRERACE Clinic;Sunday, April 30, 2017;South Shores Park, Mission Bay South Shores Park San Diego , CA 92109 ;triathlon; Triathlon Beginner San Diego, CA;TriUSCoaching;http://www.triuscoaching.com/upcoming-events;http://www.active.com//san-diego-ca/triathlon/camps/socal-youth-triathlon-series-kids-spring-sprint-tri-prerace-clinic-2017?int=72-3-A450d1a1d6-c8ee-4ac4-813e-ca9fe59bfb44
HITS Triathlon Series Tri-Camp Weekend 2017 - Hudson Valley, NY;Friday, June  9, 2017 - Sunday, June 11, 2017;Williams Lake 424 Williams Lake Rd Kingston , NY 12401 ;triathlon; Triathlon Beginner Kingston, NY;HITS, Inc.;http://www.hitstriathlonseries.com;http://www.active.com//kingston-ny/triathlon/camps/hits-triathlon-series-tri-camp-weekend-hudson-valley-ny-2017?int=72-3-A58d96bf80-f6c4-432a-bdca-d426713d53b2
2016 MHWTC Registration;Friday, January  1, 2016 - Friday, December 30, 2016;Mullica Hill & Surrounding Areas Swim, Bike, and Run Mullica Hill , NJ 08062 ;triathlon; Triathlon;Mullica Hill Women&#x27;s Tri Club;http://www.mullicahilltriclub.com;http://www.active.com//mullica-hill-nj/triathlon/memberships/mhwtc-registration-2016?int=72-3-A6cc401042-a574-44f1-b7f7-10c11693c111
The Cotswold Way Challenge;Saturday, July  1, 2017 - Sunday, July  2, 2017;Action Challenge North Rd London , United Kingdom N7 9DP ;triathlon; Running Distance Running;Action Challenge; ;http://www.active.com//london/running/distance-running/the-cotswold-way-challenge-2017?int=72-3-A77de37c40-21ac-4921-b15d-17dd9a0810d8
TriActive Bayside;Tuesday, January 10, 2017 - Sunday, February 12, 2017;GoodLife Leisure Centre 150 Tulip St Cheltenham , VIC , Australia 3192 ;triathlon; Triathlon Super Sprint Beginner;Triathlon Victoria;http://www.triathlon.org.au/State_Associations/VIC/Getting_Involved/TriActive_-_Introductory_triathlon_programs.htm;http://www.active.com//cheltenham-vic/triathlon/programs/triactive-bayside-2017?int=72-3-A8e931c73d-2054-4254-8043-06d950e7b064
2016 DSM Tri Club Registration;Friday, October 30, 2015 @ 11:59 PM (CDT) - Saturday, December 31, 2016 @ 11:59 PM (CST);Des Moines, IA  Des Moines , IA 50310 ;triathlon; Triathlon Des Moines, IA; ;http://dsmtri.com;http://www.active.com//des-moines-ia/triathlon/memberships/2016-dsm-tri-club-registration-2015?int=72-3-A980fb628b-32df-40b5-9ecb-75329ce4ca9e
SoCal Youth Triathlon Series Kids Chula Vista Tri PRERACE Clinic;Sunday, August  6, 2017;Bayside Park 999 Bayside Pkwy. Chula Vista , CA 91910 ;triathlon; Triathlon Beginner Chula Vista, CA;TriUSCoaching;http://www.triuscoaching.com/upcoming-events;http://www.active.com//chula-vista-ca/triathlon/clinics/socal-youth-triathlon-series-kids-chula-vista-tri-prerace-clinic-2017?int=72-3-A10bc7500f8-c79d-4cae-8427-84b0efefafac
Monster Mojito;Sunday, May 14, 2017;Peterborough Rowing Lake Thorpe Meadows Peterborough , GB , United Kingdom PE3 6LN ;triathlon; Triathlon International Beginner;Monster Racing;http://www.monsterracing.net/;http://www.active.com//peterborough-gb/triathlon/races/monster-mojito-2017-25353197?int=72-3-A114eeb3aa2-90a2-4beb-9771-fd68a3fb10c8
TESTE RELAY;Saturday, December 31, 2016;  Brasilia Brasilia , DF , Brazil 71630-100 ;triathlon; Triathlon;Unlimited Sports; ;http://www.active.com//brasilia-df/triathlon/races/teste-relay-2016?int=72-3-A10fb5e48a-ca2f-437b-8869-3e4bb5bbb628
St Swithun's Triathlon;Sunday, July  9, 2017;St Swithun's School Alresford Road Winchester , Hampshire , United Kingdom SO21 1HA ;triathlon; Triathlon Super Sprint Sprint Beginner;Rees Leisure; ;http://www.active.com//winchester-hampshire/triathlon/races/st-swithun-s-triathlon-2017?int=72-3-A22836c762-c41a-4fa7-adec-999b7c2dce3b
TRI for FUN Triathlon #3;Saturday, August 12, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon Sprint Super Sprint Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/duathlon/races/tri-for-fun-triathlon-3-2017?int=72-3-A358ad22ea-f036-43a9-b6e5-5f4ce3b80d3f
HITS Triathlon Series Palm Springs Week-long Tri-Camp 2017;Monday, January 30, 2017 - Friday, February  3, 2017;Palm Springs, CA Lake Cahuilla Park 58075 Jefferson Street and Cahuilla Park Road La Quinta , CA 92253 ;triathlon; Triathlon Beginner La Quinta, CA;HITS, Inc.;http://www.hitstriathlonseries.com;http://www.active.com//la-quinta-ca/triathlon/camps/hits-triathlon-series-palm-springs-week-long-tri-camp-2017?int=72-3-A4d024206e-82c8-49cf-8423-9de2124ed613
Owler Tri 2017;Sunday, July 23, 2017;Julie Rose Stadium Willesborough Road Ashford , Kent , United Kingdom TN24 9QX ;triathlon; Triathlon International Beginner;Tri Spirit Events;http://www.trispiritevents.com;http://www.active.com//ashford-kent/triathlon/races/owler-tri-2017?int=72-3-A50aa3bddc-4b34-4761-8bb6-4b9b452535a0
SoCal Youth Triathlon Series San Diego Family Retro Tri & Kids Splash & Dash PreEvent Clinic;Sunday, May 21, 2017;South Shores Park, Mission Bay South Shores Park San Diego , CA 92109 ;triathlon; Triathlon Beginner San Diego, CA;TriUSCoaching;http://www.triuscoaching.com/upcoming-events;http://www.active.com//san-diego-ca/triathlon/clinics/socal-youth-triathlon-series-san-diego-family-retro-tri-and-kids-splash-and-dash-preevent-clinic-2017?int=72-3-A6eada12c4-6fae-499d-ab6c-98d993f4b583
68's Inside Triathlon;Sunday, March  5, 2017;68's Inside Sports 11301 W. 88th Street Overland Park , KS 66214 ;triathlon; Triathlon Sprint Beginner Overland Park, KS;Johnson County Park and Recreation District; ;http://www.active.com//overland-park-ks/triathlon/races/68-s-inside-triathlon-2017?int=72-3-A7d7718b3c-d5eb-4053-9fea-da496bca58e9
2016 Fall High Cadence Triathlon Training Camp - SOLD OUT;Wednesday, October 19, 2016 - Wednesday, December 14, 2016;Dimond Park Field House 2961 Riverside Drive Juneau , AK 99801 ;triathlon; Triathlon Beginner Juneau, AK;High Cadence Triathlon Training;http://highcadence.weebly.com/;http://www.active.com//juneau-ak/triathlon/camps/fall-high-cadence-triathlon-training-camp-sold-out-2016?int=72-3-A84d49019e-0e69-4c76-af8a-03cac7fda381
UWA TRYstars Program;Saturday, October 15, 2016 - Saturday, December  3, 2016;UWA Sports Science Building 35 Stirling Highway Crawley , WA , Australia 6009 ;triathlon; Triathlon;Triathlon Australia;http://trystars.com.au;http://www.active.com//crawley-wa/triathlon/programs/uwa-trystars-program-2016?int=72-3-A92eb74026-bb98-46f4-b5bd-7f24453c52ce
2016 Altitude Multisport Membership Registration;Tuesday, August  9, 2016 - Sunday, January  1, 2017;Parker/Castle Rock  Parker , CO 80138 ;triathlon; Triathlon International Sprint Parker, CO; ;http://www.altitudemultisport.com;http://www.active.com//parker-co/triathlon/memberships/altitude-multisport-membership-registration-2016?int=72-3-A10c9ee6003-3cac-4b54-a2ad-7fee61c64ed3
Kybiru 2017;Saturday, August 19, 2017;Harmon Lake Morton County Mandan , ND 58554 ;triathlon; Triathlon Beginner;Kybiru;http://www.kybiru.com;http://www.active.com//mandan-nd/triathlon/races/kybiru-2017?int=72-3-A119038abb4-600d-4a44-8e60-f6d83a41c7cd
The Arctic Triple;Friday, March 17, 2017 - Monday, August 21, 2017;  Lofoten Svolvaer , Norway 8300 ;triathlon; Running Beginner;TAT;http://www.thearctictriple.no;http://www.active.com//svolvaer-norway/running/races/the-arctic-triple-2017?int=72-3-A19598c696-5a11-4e90-8f7f-8f2d7083716d
Copy of chelanman2017;Saturday, July 15, 2017 - Sunday, July 16, 2017;chelan lakeside park chelan , WA 98816 ;triathlon; Triathlon Half Marathon 10K International Sprint Beginner;chelan multisport foundation;http://chelanman.com;http://www.active.com//chelan-wa/running/distance-running-races/copy-of-chelanman-2017?int=72-3-A23fee442e-e3ac-44af-b31d-9a7424791e11
HITS Triathlon Series Ocala Week-long Tri-Camp 2017;Monday, February  6, 2017 - Friday, February 10, 2017;Ocala, FL Carney Island Park 13275 Southeast 115th Ave Ocklawaha , FL 32179 ;triathlon; Triathlon Beginner;HITS, Inc.;http://www.hitstriathlonseries.com;http://www.active.com//ocklawaha-fl/triathlon/camps/hits-triathlon-series-ocala-week-long-tri-camp-2017?int=72-3-A39031296d-1c43-48e7-a978-76aaad50356f
Monster Middle;Sunday, August 20, 2017;Jubilee Gardens Broad Street Ely , GB , United Kingdom CB7 4BS ;triathlon; Triathlon Beginner;Monster Racing;http://www.monsterracing.net/;http://www.active.com//ely-gb/triathlon/races/monster-middle-2017?int=72-3-A49f008c26-e961-4d56-a439-2ae1190e2ea2
Flat Out Tri Club;Wednesday, March 25, 2020 - Tuesday, March 25, 2036;Lubbock PO BOX 93726 Lubbock , TX 79493 ;triathlon; Triathlon Lubbock, TX;BSLT Triathlon Inc;https://www.facebook.com/FlatOutTri?ref=br_tf;http://www.active.com//lubbock-tx/triathlon/memberships/flat-out-tri-club-2020?int=72-3-A51fb6fb68-60d8-4ecf-ac8e-4798e4f415af
Chula Vista Challenge- CVC San Diego Half 2017;Sunday, August 13, 2017;Bayside Park, Chula Vista 999 Bayside Parkway Chula Vista , CA 91910 ;triathlon; Triathlon Sprint Beginner Chula Vista, CA;Buckeye Sports Production;http://www.chulavistachallenge.com/;http://www.active.com//chula-vista-ca/cycling/races/chula-vista-challenge-cvc-san-diego-half-2017?int=72-3-A6103703e5-6420-49d6-8348-8d7b71ece78f
Race the Sun Brecon Beacons 2017;Saturday, June 24, 2017;  Brecon Leisure Centre Penlan Brecon , Powys , United Kingdom LD3 9SR ;triathlon; Triathlon;Action for Charity;http://www.actionforcharity.co.uk/eventdetailsnew2.php/urlsearch/Race-the-Sun-Brecon-Beacons-2017;http://www.active.com//brecon-powys/triathlon/races/race-the-sun-brecon-beacons-2017?int=72-3-A743f32431-33c9-4059-af76-0925ebf2cbf9
Adventure Triathlon 2017;Saturday, May 13, 2017;Memory Lake Park Olson Drive Grantsburg , WI 54840 ;triathlon; Triathlon Beginner;Adventure Triathlon;http://www.bikepaddlerun.com;http://www.active.com//grantsburg-wi/triathlon/races/adventure-triathlon-2017?int=72-3-A8a48dad30-ca91-4914-ad90-7c7e8f914e8e
2016/17 SUMMER Triathlon/Duathlon Series (October 30th - April 9th);Sunday, October 30, 2016 - Sunday, April  9, 2017;Lepperton Primary School 540 Richmond Rd Lepperton Taranaki , New Zealand 4373 ;triathlon; Triathlon Sprint Beginner;Taranaki Triathlon and Multisports Club;http://www.tritaranaki.org.nz;http://www.active.com//taranaki/duathlon/races/17-summer-triathlon-duathlon-series-october-30th-april-9th-2016?int=72-3-A9f74332a4-f225-4866-b146-2a94bf8d01ca
Tri-Now - Dallas Multisport Club -  membership;Friday, January  1, 2016 - Friday, March  1, 2019;Dallas and surrounding areas Dallas area Dallas , TX 75218 ;triathlon; Triathlon Beginner Dallas, TX;Tri-Now endurance;http://tri-now.com/clubs/about-team-tri-now/;http://www.active.com//dallas-tx/triathlon/memberships/tri-now-dallas-multisport-club-membership-2016?int=72-3-A109c5343a5-2b3f-4eee-911b-3e0607db2717
Triathlon Training Int. - Sat 11:30am;Saturday, October 15, 2016 @ 11:30 AM (PDT) - Saturday, November  5, 2016 @ 12:30 PM (PDT);Rose Bowl Aquatics Center 360 North Arroyo Pasadena , CA 91103 ;triathlon; Water Sports Pasadena, CA;Rose Bowl Aquatics Center; ;http://www.active.com/http://www.activekids.com/pasadena-ca/water-sports/swimming-classes/triathlon-training-int-sat-11-30am-2016-26829108?int=72-3-A11f1aa769a-48a2-4f6a-b345-26c9fc587385
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:00 PM (CST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com Little Rock , AR 72201 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner Little Rock, AR; ; ;http://www.active.com//little-rock-ar/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A17ed27f89-1d61-43c0-b1c8-dc693615d553
Race Transfer;Thursday, March  1, 2035;Race Trf Anywhere Race Trf , GB , United Kingdom Race Trf ;triathlon; Triathlon;Trimax Events; ;http://www.active.com//race-trf-gb/triathlon/races/race-transfer-2035?int=72-3-A254ff75c4-1250-4e4e-9650-7ce00b9667d9
Revolution3 Punta Cana 2017;Saturday, September 30, 2017 - Sunday, October  1, 2017;Punta Cana Resort & Club La Cana Club House Punta Cana , LA , Dominican Republic 23000 ;triathlon; Triathlon 10K 5K International Sprint Beginner;ATP Productions;http://rev3tri.com/;http://www.active.com//punta-cana-la/running/distance-running-races/revolution3-punta-cana-2017?int=72-3-A35c9ac672-1285-44f5-800b-d630b897001f
Sovereign Kinloch Triathlon - Sunday, 12th February 2017;Sunday, February 12, 2017;  Kinloch Kinloch Kinloch , New Zealand 3385 ;triathlon; Triathlon 5K Super Sprint Sprint Beginner;Tri NZ; ;http://www.active.com//kinloch/triathlon/races/sovereign-kinloch-triathlon-sunday-12th-february-2017?int=72-3-A4264a3d24-e29b-4c64-b5e8-ae06d038fb58
