Event Name;Event Date;Event Location;Event Category;Event Type;Organizing Company;Company Website;Event Url
Marlow Classic Half Iron Distance Triathlon 2017;Sunday, June 25, 2017;Marlow Higginson Park Court Garden Marlow , Buckinghamshire , United Kingdom SL72AE ;triathlon; Triathlon Half Ironman Beginner;F3 Events Ltd;http://www.f3events.co.uk;http://www.active.com//marlow-buckinghamshire/triathlon/races/marlow-classic-half-iron-distance-triathlon-2017?int=72-3-A21ea030b4-4080-4ae6-a095-7eaca889dbbe
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:59 PM (EST);Register at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com Columbus , OH 43017 ;triathlon; Running Distance Running Marathon Half Marathon Ironman Beginner Columbus, OH; ; ;http://www.active.com//columbus-oh/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A3498efbec-7ede-465d-bcee-044dcc7e83c5
The MTB Sprint Triathlon;Saturday, March 25, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;triathlon; Triathlon Beginner Granite Bay, CA;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//granite-bay-ca/triathlon/races/the-mtb-sprint-triathlon-2017?int=72-3-A456918741-52f0-439a-840b-5e8a9f80b30e
2017 Tri Aggieland;Thursday, June  1, 2017 - Monday, July 31, 2017;Texas A&M University Recreation Center Corner of Olsen Blvd. and John Kimbrough Blvd. College Station , TX 77840 ;triathlon; Triathlon Sprint College Station, TX;Race Texas;http://www.triaggieland.com/home/;http://www.active.com//college-station-tx/triathlon/races/tri-aggieland-2017?int=72-3-A5e5152b68-5f75-4247-9878-6adc7528f64e
2016 Team Fearless Triathlon and Swim Training;Tuesday, January 26, 2016 @  9:59 PM (PST) - Saturday, December 31, 2016 @  9:59 PM (PST);Various locations 25 Waterworks Way Irvine , CA 92606 ;triathlon; Triathlon Irvine, CA; ; ;http://www.active.com//irvine-ca/water-sports/swimming-programs/team-fearless-triathlon-and-swim-training-2016?int=72-3-A618046038-cb5e-4e83-885f-01421af8912d
Chattahoochee Challenge Sprint Triathlon and Duathlon;Saturday, July 15, 2017;Columbus, GA 801 Front Ave Columbus , GA 31901 ;triathlon; Duathlon Sprint Beginner Columbus, GA;TriColumbusGa;http://www.tricolumbusga.com;http://www.active.com//columbus-ga/duathlon/races/chattahoochee-challenge-sprint-triathlon-and-duathlon-2017?int=72-3-A750bc139f-8283-49cc-8f49-41301f6c5ab2
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:00 PM (CST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com St. Louis , MO 63367 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner; ; ;http://www.active.com//st-louis-mo/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A8fbd8a1cd-f74d-4f08-ab23-debbd059e5a5
Birchwood Lakes Triathlon 2017;Saturday, July  1, 2017;Birchwood Lakes 40 Jackson Road Medford , NJ 08055 ;triathlon; Triathlon Sprint Beginner Medford, NJ;Birchwood Lakes Colony Club;http://Birchwoodlakestriathlon.com;http://www.active.com//medford-nj/duathlon/races/birchwood-lakes-triathlon-2017?int=72-3-A9af4045d6-e6e2-4c10-9415-5b64e504b1ed
Callaway Gardens Olympic Triathlon/Duathlon and 5k;Sunday, August 27, 2017;Callaway Gardens Robin Lake Beach Callway Gardens Pine Mountain , GA 31822 ;triathlon; Triathlon 5K Sprint International Beginner;TriColumbusGa;http://www.tricolumbusga.com;http://www.active.com//pine-mountain-ga/running/distance-running-races/callaway-gardens-olympic-triathlon-duathlon-and-5k-2017?int=72-3-A104c99e116-1779-4e6b-ae16-f9a82e7f970a
Conchman Triathlon 2016;Saturday, November  5, 2016;  Taino Beach Freeport , Grand Bahama , Bahamas 00000 ;triathlon; Triathlon International Sprint Beginner;PROMPT;http://www.ConchMan.com;http://www.active.com//freeport-grandbahama/triathlon/races/conchman-triathlon-2016?int=72-3-A115ef68c80-3e9f-4c85-a5ed-1b4d64f752c1
Capt. Hiram's River Challenge Triathlon;Sunday, November 20, 2016;Capt Hiram's Resort 1606 Indian River Drive Sebastian , FL 32958 ;triathlon; Triathlon Sprint Beginner;RaceSmith, Inc.;http://www.imathlete.com/events/EventOverview.aspx?fEID=37504;http://www.active.com//sebastian-fl/triathlon/races/capt-hiram-s-river-challenge-triathlon-2016-26125159?int=72-3-A1e9c5215a-a187-45b8-bd53-55c45e1e468f
2017 IRONMAN Australia;Sunday, May  7, 2017;IRONMAN Australia, Port Macquarie Various Locations Various Locations , NSW , Australia 2444 ;triathlon; Triathlon Ironman;IRONMAN Asia-Pacific;http://www.ironman.com;http://www.active.com//various-locations-nsw/triathlon/races/ironman-australia-2017?int=72-3-A222fbc6db-2a09-4fdd-a990-9c10f1bc598b
2017 Life's A Beach Triathlon Hampton--5th Anniversary;Saturday, June 10, 2017;Buckroe Beach Park North First Street Hampton , VA 23664 ;triathlon; Triathlon Beginner Hampton, VA;Endeavor Racing, LLC;http://www.lifesabeachtriathlon.com;http://www.active.com//hampton-va/triathlon/races/life-s-a-beach-triathlon-hampton-5th-anniversary-2017?int=72-3-A34672011d-4265-450b-a012-3a1b26242118
Chula Vista Challenge Triathlon - Half Ironman 2017;Sunday, August 13, 2017;Bayside Park 999 Bayside Parkway Chula Vista , CA 91910 ;triathlon; Triathlon Sprint Beginner Chula Vista, CA;KOZ Events;http://www.chulavistachallenge.com/;http://www.active.com//chula-vista-ca/duathlon/races/chula-vista-challenge-triathlon-half-ironman-2017?int=72-3-A4dc251d12-e095-4a69-99f7-f5bf02b8ab26
STEEL FITNESS INDOOR TRIATHLON/DUATHLON;Saturday, January 28, 2017;Steel Fitness Premier 250 Cetronia Rd Suite 100 Allentown , PA 18104 ;triathlon; Triathlon Beginner Allentown, PA;Steel Fitness Premier; ;http://www.active.com//allentown-pa/duathlon/races/steel-fitness-indoor-triathlon-duathlon-2017?int=72-3-A51f3a1da1-8915-4688-a68b-87c64e431853
Hills Tri Club 2016/17 Race 4: WEST METRO CLUB DISTANCE EVENT;Saturday, January  7, 2017;Sydney International Regatta Centre Gate A, Old Castlereagh Rd Penrith , NSW , Australia 2750 ;triathlon; Triathlon Beginner;Hills Triathlon Club;http://www.hillstriclub.com/;http://www.active.com//penrith-nsw/triathlon/races/hills-tri-club-2016-17-race-4-west-metro-club-distance-event-2017?int=72-3-A6b2dd3a33-209f-4b3c-b194-624ca5c0ba58
2016 USAT Mideast/Midwest Race Director and Coaches Symposium;Saturday, December  3, 2016;Hilton Garden Inn - Magnificent Mile 10 East Grand Ave Chicago , IL 60611 ;triathlon; Triathlon Chicago, IL;USA Triathlon Mideast Region;http://www.usatmideast.com/race-directors/;http://www.active.com//chicago-il/triathlon/usat-mideast-midwest-race-director-and-coaches-symposium-2016?int=72-3-A7b7b790f5-3ecd-4cf6-906d-1573e630580c
St Pete Mad Dogs Triathlon Club - Membership;Sunday, December 31, 2017;St Petersburg, FL  St. Petersburg , FL 33731 ;triathlon; Triathlon Sprint International Beginner; ;http://www.stpetemaddogs.com;http://www.active.com//st-petersburg-fl/triathlon/memberships/st-pete-mad-dogs-triathlon-club-membership-2017?int=72-3-A885b150a0-eca5-4e57-ae4c-bcf17b7f371a
Escape the Cape Triathlon 2017;Sunday, June  4, 2017;Cape May-Lewes Ferry Terminal 1200 Lincoln Blvd Lower Township , NJ 08204 ;triathlon; Triathlon Beginner;DelMoSports, LLC;http://delmosports.com/escape-the-cape-new-jersey-triathlon-voted-the-1/;http://www.active.com//lower-township-nj/triathlon/races/escape-the-cape-triathlon-2017?int=72-3-A99c8235a5-9b79-4c16-b2da-a64ee54a6666
MIDTN Multisport 2017 Club Registration;Friday, October 14, 2016 @ 11:59 PM (CDT) - Sunday, December 31, 2017 @ 11:59 PM (CST);Middle Tennessee - Arrington , TN 37014 ;triathlon; Triathlon 10K Marathon Half Marathon International Beginner; ;http://midtnmultisport.com;http://www.active.com//arrington-tn/running/memberships/midtn-multisport-2017-club-registration-2016?int=72-3-A10a1f53d5f-133e-492e-86ce-65c9392878ee
15th Annual PossAbilities Triathlon & 5K;Sunday, April 23, 2017;Drayson Center 25040 Stewart Street Loma Linda , CA 92354 ;triathlon; Triathlon 5K Sprint Beginner;PossAbilities at LLUMC;http://www.teampossabilities.org/;http://www.active.com//loma-linda-ca/running/distance-running-races/15th-annual-possabilities-triathlon-and-5k-2017?int=72-3-A11b7f0b950-cef2-42a1-a347-1bde7c3250fa
City Triathlon Club TRYstars Program One 2016;Friday, October  7, 2016 - Friday, November 18, 2016;Bayswater Waves Priestly Street Bayswater , WA , Australia 6053 ;triathlon; Triathlon Super Sprint;Triathlon Australia;http://trystars.com.au;http://www.active.com//bayswater-wa/triathlon/races/city-triathlon-club-trystars-program-one-2016?int=72-3-A12b86c145-bd3f-4944-b977-95fffc5a2a2e
Aurora BayCare TOUGHMAN WI;Saturday, June 17, 2017;High Cliff State Park N7630 State Park Rd Sherwood , WI 54169 ;triathlon; Other Endurance Beginner;Dutrirun;http://www.dutrirun.com/page/show/845810-aurora-baycare-high-cliff-triathlon-june-20-2015;http://www.active.com//sherwood-wi/triathlon/races/aurora-baycare-toughman-wi-2017?int=72-3-A22a22eac8-b72d-4724-bb98-872305bf3e1f
Lake Raystown Triathlon: Half, Olympic, Sprint;Sunday, May 21, 2017;Lake Raystown Resort 3101 Chipmunk Crossing Entriken , PA 16638 ;triathlon; Triathlon International Sprint Beginner;Flat Tire Events;http://www.lakeraystowntri.com;http://www.active.com//entriken-pa/triathlon/races/lake-raystown-triathlon-half-olympic-sprint-2017?int=72-3-A3450134d7-4721-47e7-a7b1-8c1acf515756
2017 IRONMAN 70.3 Cairns Teams Waitlist;Sunday, June 11, 2017;Cairns Forgarty Park Cairns , QLD , Australia 4870 ;triathlon; Triathlon Half Ironman;IRONMAN Asia-Pacific; ;http://www.active.com//cairns-qld/triathlon/races/ironman-70-3-cairns-teams-waitlist-2017?int=72-3-A4527de385-9eb0-49f4-8206-d6c9cd35dd50
CFL Tri Club Annual Membership;Monday, August  8, 2016 - Friday, December 30, 2016;CFL Tri Club 633 Delaney Ave Unit 28 Orlando , FL 32801 ;triathlon; Triathlon Beginner Orlando, FL;CFL Tri Club;http://www.cfltriclub.com;http://www.active.com//orlando-fl/triathlon/camps/cfl-tri-club-annual-membership-2016?int=72-3-A52151525c-b3a3-4599-a9e2-fcb14503bef0
Aurora BayCare Green Bay Olympic, Sprint Triathlon & 5K;Sunday, June  4, 2017;Ashwaubomay 2881 S. Broadway Green Bay , WI 54301 ;triathlon; Triathlon 5K Sprint Beginner Green Bay, WI;Dutrirun;http://www.dutrirun.com/page/show/845797-aurora-baycare-tri-may-31-2015;http://www.active.com//green-bay-wi/running/distance-running-races/aurora-baycare-green-bay-olympic-sprint-triathlon-and-5k-2017?int=72-3-A612ab46b7-cbf0-4e0b-a476-08fa00616fd1
Ultraman Florida 2017;Friday, February 17, 2017 - Sunday, February 19, 2017;Orlando, Florida Lake Conway Orlando , FL 32809 ;triathlon; Triathlon Orlando, FL;Ultraman Florida;http://ultramanflorida.com;http://www.active.com//orlando-fl/triathlon/races/ultraman-florida-2017?int=72-3-A75dcae911-34f2-4735-89d6-5babf5319d59
Aquatic Edge Faster Freestyle Workshop with Karlyn Pipes in Greenwich Nov 2016;Friday, November  4, 2016 @  8:30 PM (EDT);Greenwich Swim School 471 North Street Greenwich , CT 06830 ;triathlon; Triathlon International Beginner; ; ;http://www.active.com//greenwich-ct/water-sports/swimming-swimming-pools/aquatic-edge-faster-freestyle-workshop-with-karlyn-pipes-in-greenwich-nov-2016?int=72-3-A8f9824559-fb6a-49a9-9ff6-4f871b671939
The Mother's Day Triathlon/Duathlon & 5K;Sunday, May 14, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;triathlon; Triathlon 5K Super Sprint Beginner Granite Bay, CA;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//granite-bay-ca/running/distance-running-races/the-mother-s-day-triathlon-duathlon-and-5k-2017?int=72-3-A99f4b194a-1af8-4325-8e7e-967cb6b5dce9
2017 Open Options Shawnee Mission Triathlon and Duathlon;Sunday, July  9, 2017;Shawnee Mission Park 7900 Renner Rd. Shawnee , KS 66219 ;triathlon; Triathlon Sprint Beginner Shawnee, KS;Johnson County Park and Recreation District;http://jcprd.com/special_events/smp_triathlon.cfm;http://www.active.com//shawnee-ks/duathlon/races/open-options-shawnee-mission-triathlon-and-duathlon-2017?int=72-3-A105b8c4e26-a221-42d8-ab51-b43343d2a9d5
The ICE Breaker Triathlon;Saturday, April 15, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;triathlon; Triathlon Beginner Granite Bay, CA;Total Body Fitness;http://www.totalbodyfitness.com;http://www.active.com//granite-bay-ca/triathlon/races/the-ice-breaker-triathlon-2017?int=72-3-A11d3981c13-501a-44a6-92e2-397e954a8410
Sovereign Tinman Triathlon - Sunday, 20th November, 2016;Sunday, November 20, 2016;  Tauranga Tauranga Tauranga , New Zealand 3143 ;triathlon; Triathlon 5K Super Sprint Sprint Beginner;Tri NZ; ;http://www.active.com//tauranga/running/races/sovereign-tinman-triathlon-sunday-20th-november-2016?int=72-3-A1426dd471-4a76-4d48-8a0c-f7256310008e
HEAT Membership 2016;Thursday, December 31, 2015 @  8:00 AM (CST) - Saturday, December 31, 2016 @ 10:59 PM (CST);Membership  Hendersonville , TN 37075 ;triathlon; Triathlon Sprint International; ;http://www.triheat.com;http://www.active.com//hendersonville-tn/triathlon/memberships/heat-membership-2016-2015?int=72-3-A20f693680-6c23-4213-b251-334df06d60f6
2016 All Schools Triathlon;Sunday, November  6, 2016;Lake Kawana Stockland Park, 320 Nicklin Way Kawana , QLD , Australia 4575 ;triathlon; Triathlon Beginner;Triathlon Queensland;http://www.triathlonqld.com.au;http://www.active.com//kawana-qld/triathlon/races/all-schools-triathlon-2016?int=72-3-A3243f52ad-08f8-45e5-bf6f-7df49f16c70a
Castle Triathlon Series 2017;Saturday, May 27, 2017 - Sunday, October  1, 2017;Various locations across UK, Ireland and France Weston House 42 Curtain Road London , United Kingdom EC2A 3NH ;triathlon; Triathlon Beginner;NSPCC;https://www.nspcc.org.uk/what-you-can-do/events/castle-triathlon-series/;http://www.active.com//london/triathlon/races/castle-triathlon-series-2017?int=72-3-A455114c7b-b9d3-486c-be59-4f4590cadede
Triathlon Swimming: Freestyle Workshop 1.0 Smart Endurance Swimming (Total Immersion);Sunday, December  4, 2016;Waterside Fitness & Swim Club 901 6th St SW Washington , DC 20024 ;triathlon; Water Sports Beginner Washington, DC;OnPoint Fitness;http://onpointfitness.com;http://www.active.com//washington-dc/water-sports/swimming-workshops/triathlon-swimming-freestyle-workshop-1-0-smart-endurance-swimming-total-immersion-2016-25891215?int=72-3-A5dbedef65-ab21-4d93-9e4b-c3f2930c1f75
Marlow Classic Sprint & Olympic Triathlon 2017;Sunday, June 25, 2017;Marlow Higginson Park Court Garden Marlow , Buckinghamshire , United Kingdom SL72AE ;triathlon; Triathlon Sprint International Beginner;F3 Events Ltd;http://www.f3events.co.uk;http://www.active.com//marlow-buckinghamshire/triathlon/races/marlow-classic-sprint-and-olympic-triathlon-2017?int=72-3-A66962a4e3-5390-4f54-b13f-8a27d4d44a1a
2017 Solana Beach Triathlon, Duathlon & Aquabike;Sunday, July 30, 2017;  Fletcher Cove Solana Beach , CA 92075 ;triathlon; Duathlon Sprint Beginner;KOZ Events;http://www.kozevents.com/Triathlons/Solana_Beach_Triathlon/Race_Information.htm;http://www.active.com//solana-beach-ca/duathlon/races/solana-beach-triathlon-duathlon-and-aquabike-2017?int=72-3-A76672712a-d20b-49dd-b840-1dae31bbdf0f
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:00 PM (CST);Register Online at OFFICIAL WEBSITE - See detailed info below www.halfmarathonclub.com Huntsville , AL 35741 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner Huntsville, AL; ; ;http://www.active.com//huntsville-al/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A8af9c9b8e-796d-42de-993d-9e5da1da9c68
Alaskaman Extreme Triathlon;Saturday, July 15, 2017;Swim Exit - SeaLife Center 301 Railway Ave Seward , AK 99664 ;triathlon; Triathlon;Onurmark Race Productions, LLC;http://akxtri.com;http://www.active.com//seward-ak/triathlon/races/alaskaman-extreme-triathlon-2017?int=72-3-A96b670b7f-e8e5-4656-ab3c-47f67dd89ddb
2017 TOUGHTEEN Triathlon;Saturday, September 16, 2017;Lake Welch, Harriman State Park 800 Kanawauke Rd Stony Point , NY 10980 ;triathlon; Triathlon Super Sprint Beginner;Toughman Inc. 501 C3;http://www.toughmantri.com/event_toughteen.shtml;http://www.active.com//stony-point-ny/triathlon/races/toughteen-triathlon-2017?int=72-3-A10b34102c6-f6fd-4b51-ab6a-1a393f5222cd
2017 Life's A Beach Triathlon Sarasota;Saturday, September 16, 2017;Lido Beach 400 Ben Franklin DR Sarasota , FL 34236 ;triathlon; Triathlon Beginner Sarasota, FL;Endeavor Racing, LLC;http://www.lifesabeachtriathlon.com;http://www.active.com//sarasota-fl/triathlon/races/life-s-a-beach-triathlon-sarasota-2017?int=72-3-A11ce0c9d2a-2aeb-432f-99e3-cbb8f8d72075
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, April  6, 2013 - Sunday, December 31, 2017 @ 11:00 PM (EST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com Indianapolis , IN 46225 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner Indianapolis, IN; ; ;http://www.active.com//indianapolis-in/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A1816655a3-0a33-4fe7-b910-7f005b26e28e
Tallington Lakes Triathlon 2017;Sunday, June  4, 2017;Tallington Lakes Barholm Rd Tallington Stamford , Lincolnshire , United Kingdom PE9 4RJ ;triathlon; Triathlon Sprint Super Sprint International Beginner;SBR Events;http://www.sbrevents.co.uk/events/tallington-lakes-triathlon-2017;http://www.active.com//stamford-lincolnshire/triathlon/races/tallington-lakes-triathlon-2017?int=72-3-A2d02b9f72-2c61-400b-92a9-8e7b5b348e46
3rd Annual Mare Island Bridge to Bridge Endurance Events;Sunday, May 28, 2017;Vallejo Yacht Club 485 Mare Island Way Vallejo , CA 94590 ;triathlon;  ;iRecreate;http://www.irecreate.org;http://www.active.com//vallejo-ca/running/distance-running-races/3rd-annual-mare-island-bridge-to-bridge-endurance-events-2017?int=72-3-A345b67457-7218-454a-b2aa-7f274a12ba87
Indoor Triathlon USA: Chicago 2017;Monday, March  5, 2018;FFC Union Station 444 W Jackson Street Chicago , IL 60606 ;triathlon; Triathlon Beginner Chicago, IL;Indoor Triathlon USA;http://www.IndoorTriathlonUSA.com;http://www.active.com//chicago-il/triathlon/races/indoor-triathlon-usa-chicago-2017-2018?int=72-3-A4487bbd9d-bd4f-41f7-8ffe-c1790f33d2fd
USA Triathlon Florida Region Coaches Symposium ( 9 CEU) and Hall of Fame;Saturday, December 10, 2016;USA Triathlon Florida Region 617 Virginia Dr. Orlando , FL 32803 ;triathlon; Triathlon Beginner Orlando, FL;CFL Tri Club;https://usatfloridaregion.com/2016/07/22/save-the-date-2016-usat-florida-region-race-director-coaches-symposium/;http://www.active.com//orlando-fl/triathlon/clinics/usa-triathlon-florida-region-coaches-symposium-9-ceu-and-hall-of-fame-2016?int=72-3-A5dcd69c76-1a19-4edc-8387-e483c254a912
MomsTRI;Saturday, May  6, 2017;YMCA Goodyear, AZ 2919 N Litchfield Rd Goodyear , AZ 85395 ;triathlon; Triathlon Sprint Beginner Goodyear, AZ;MomsTRI;http://www.momstri.com;http://www.active.com//goodyear-az/triathlon/races/momstri-2017?int=72-3-A607d57f7d-4715-4426-9ed4-0a7a9c7e8727
Chattahoochee Challenge Olympic Triathlon;Saturday, August 12, 2017;Columbus GA 801 Front Ave Columbus , GA 31901 ;triathlon; Duathlon International Beginner Columbus, GA;TriColumbusGa;http://www.tricolumbusga.com;http://www.active.com//columbus-ga/duathlon/races/chattahoochee-challenge-olympic-triathlon-2017?int=72-3-A792e23268-bc90-4e16-aac0-6cb084c17eda
Windsor & Eton Super Sprint Triathlon;Saturday, May  6, 2017;Dorney Lake Eton College Rowing Centre Dorney Lake Windsor , Berkshire , United Kingdom SL4 6QP ;triathlon; Triathlon Super Sprint Beginner;F3 Events Ltd; ;http://www.active.com//windsor-berkshire/triathlon/races/windsor-and-eton-super-sprint-triathlon-2017?int=72-3-A8aacabdc1-7dd2-42fb-a5ef-ce4075d3f3d7
Tri for Real Triathlon;Sunday, June 11, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon International Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/water-sports/swimming-races/tri-for-real-triathlon-2017?int=72-3-A951f045c3-644d-4679-89b4-9f0052895125
Boulder Sunset Tri;Sunday, August 27, 2017;Boulder Reservoir 5565 N 51st St. Boulder , CO 80301 ;triathlon; Triathlon International Sprint Beginner Boulder, CO;BBSC Endurance Sports;http://www.bbsctri.com/#!boulder-sunset/c1qzk;http://www.active.com//boulder-co/duathlon/races/boulder-sunset-tri-2017?int=72-3-A10bbb63be0-a15e-4798-831e-2955ba664f4e
Tuckahoe Triathlon Sprint & Olympic distance;Sunday, July 30, 2017;Beesley's Point 912 North Shore Road Beesley&#x27;s Point , NJ 08223 ;triathlon; Triathlon International Sprint Beginner;Du City Tri Runs, Inc.;http://www.citytri.com;http://www.active.com//beesley-s-point-nj/duathlon/races/tuckahoe-triathlon-sprint-and-olympic-distance-2017?int=72-3-A11f4cec204-94c9-4ae9-abfe-26d8f77d4f8f
MuncieMan September with Sprint/Oly;Saturday, September  2, 2017;Prairie Creek Reservoir 7701 So. Co. rd 565 East Selma , IN 47302 ;triathlon; Duathlon Sprint International Beginner;America Multi-Sport, Inc.;http://americamultisport.com/event/muncieman/;http://www.active.com//selma-in/duathlon/races/muncieman-september-with-sprint-oly-2017?int=72-3-A1e3f49147-543e-4909-812c-0e96d07445b3
Outlaw Triathlon 2017;Sunday, July 23, 2017;National Watersports Centre Adbolton Lane Nottingham , Nottinghamshire , United Kingdom NG12 2LU ;triathlon; Triathlon Beginner;OSB Events;http://www.osbevents.com/events/triathlon/outlaw-triathlon/;http://www.active.com//nottingham-nottinghamshire/triathlon/races/outlaw-triathlon-2017?int=72-3-A2b2e3bbdf-6c41-4bcf-9fa2-097a58a8929c
2017 Xterra Wetsuits Mission Bay Triathlon, Duathlon, Aquabike & Youth Races;Sunday, October  1, 2017;Bonita Cove Park Mission Bay San Diego , CA 92109 ;triathlon; Duathlon Sprint Beginner San Diego, CA;KOZ Events;http://www.kozevents.com/triathlons/mission_bay_triathlon.htm;http://www.active.com//san-diego-ca/duathlon/xterra-wetsuits-mission-bay-triathlon-duathlon-aquabike-and-youth-races-2017?int=72-3-A3a15143cb-d846-4698-b9f2-ed20a7f956be
Fearless Endurance Triathlon Club and Coaching;Wednesday, September 21, 2016 @  9:59 PM (PDT) - Sunday, December 31, 2017 @  9:59 PM (PST);Various locations 25 Waterworks Way Irvine , CA 92606 ;triathlon; Triathlon Beginner Irvine, CA; ; ;http://www.active.com//irvine-ca/water-sports/swimming-memberships/fearless-endurance-triathlon-club-and-coaching-2016?int=72-3-A447d94e40-2aa3-418b-b51e-78412d4cc6a5
WTC Triathlon Training Plans;Tuesday, February 14, 2017 @  7:00 PM (EST);Wellington  Wellington , FL 33414 ;triathlon; Triathlon Sprint International Beginner Wellington, FL; ;http://www.rwtraining.net;http://www.active.com//wellington-fl/triathlon/programs/wtc-triathlon-training-plans-2017?int=72-3-A549b2a256-6fce-4d31-be19-1c82e0c42190
Triathlon Races - Indoor Triathlon;Sunday, March 19, 2017 @  7:00 AM (EDT);Summit On The Park 46000 Summit Parkway Canton , MI 48188 ;triathlon; Triathlon Canton, MI;Canton Leisure Services; ;http://www.active.com//canton-mi/triathlon/races/triathlon-races-indoor-triathlon-2017?int=72-3-A6f178e201-a2a5-40a6-9e67-4ce130eafce2
7th Annual Triathlon Business International Conference 2017;Sunday, January 22, 2017 - Tuesday, January 24, 2017;Fairmont Hotel/Dallas Tx 1717 N Akard St Dallas , TX 75201 ;triathlon; Triathlon Dallas, TX;Triathlon Business International;http://www.triathlonbusinessintl.com;http://www.active.com//dallas-tx/triathlon/conferences/7th-annual-triathlon-business-international-conference-2017?int=72-3-A7bc755363-c0f8-4fac-bbe0-2a4f874a53d3
Run a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, April  6, 2013 - Monday, December 31, 2018 @ 11:00 PM (MST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com Ft Collins , CO 80525 ;triathlon;  ; ; ;http://www.active.com//ft-collins-co/running/distance-running-memberships/run-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A8089295bd-5a93-4ad9-ba81-eb8d2c3d52be
TRI for FUN Triathlon #1;Saturday, June 10, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Duathlon Super Sprint Sprint Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/duathlon/races/tri-for-fun-triathlon-1-2017?int=72-3-A98511fdc0-2ca5-4056-b886-4ad653cd4198
SoCal Youth Triathlon Series San Diego Family Retro Tri & Kids Splash & Dash;Sunday, June  4, 2017;South Shores Park, Mission Bay South Shores Park San Diego , CA 92109 ;triathlon; Triathlon Super Sprint Beginner San Diego, CA;TriUSCoaching;http://www.triuscoaching.com/upcoming-events;http://www.active.com//san-diego-ca/triathlon/races/socal-youth-triathlon-series-san-diego-family-retro-tri-and-kids-splash-and-dash-2017?int=72-3-A1061964d07-8ad0-4bf1-bd9e-09a69f7e6aac
TOUGHKids Championship Triathlon;Saturday, September 16, 2017;Lake Welch, Harriman State Park 800 Kanawauke Rd Stony Point , NY 10980 ;triathlon; Triathlon;Toughman Inc. 501 C3;http://toughkidstri.com;http://www.active.com//stony-point-ny/triathlon/races/toughkids-championship-triathlon-2017-26428019?int=72-3-A11f7c5236d-2962-4c46-8eb7-ed7b550854d3
Triathlon Event - Triathlon Training;Tuesday, October 25, 2016 @  7:30 PM (CDT) - Tuesday, December 13, 2016 @  8:30 PM (CST);Schaumburg Tennis Plus (STP) 1416 N Payne Rd Schaumburg , IL 60173 ;triathlon; Triathlon Schaumburg, IL;Schaumburg Park District; ;http://www.active.com//schaumburg-il/triathlon/triathlon-event-triathlon-training-2016-25133351?int=72-3-A16c2f809e-0938-4ce9-8c28-062c409a70c0
